1,WR0001B,"우리은행","WON플러스예금","- 가입기간: 1~36개월
- 최소가입금액: 1만원 이상
- 만기일을 일,월 단위로 자유롭게 선택 가능
- 만기해지 시 신규일 당시 영업점과 인터넷 홈페이지에 고시된 계약기간별 금리 적용",1,"실명의 개인","인터넷,스마트폰,전화(텔레뱅킹)","해당사항 없음"
19,21001115,"경남은행","BNK더조은정기예금","1. 이 예금의 계약기간은 3개월 이상 2년 이내 월단위로 한다.
2. 가입금액은 1인당 최소 100만원 이상 5억원 이하이다.",1,"거래대상자는 제한을 두지 아니한다. 다만, 국가 및 지방자치단체는 이 예금을 거래할 수 없다.","인터넷,스마트폰","①가입금액 20백만원 이상인 경우 0.20%
②이 예금 신규시 금리우대쿠폰 등록할 경우 0.20% 
③ 경남은행 오픈뱅킹 서비스에 가입되어 있는 경우
(만기시까지 해당서비스 유지하는 경우) 0.10%
④ 자동재예치 신청 0.05%
(단 금리우대쿠폰과 중복적용 불가)"
20,21001203,"경남은행","BNK주거래우대정기예금","1. 이 예금의 계약기간은 6개월, 1년, 2년으로 한다.
2. 가입좌수 제한없으며 가입금액은 최소 1백만원 이상 최고 5억원 이하이다.",1,"개인 및 개인사업자","인터넷,스마트폰","①급여,연금,가맹점대금 중 한 종류 입금할 경우 0.10%
②당행 신용/체크카드 결제실적 보유할 경우 0.10%
③가입일 기준 6개월이내 당행 정기예금 미보유 신규 고객인 경우 0.10%"
21,21001266,"경남은행","The든든예금","1. 이 예금의 계약기간은 12개월로 한다.
2. 가입금액은 1인당 최소 100만원 이상 10억원 이하이다.",1,"거래대상자는 제한을 두지 아니한다. 다만, 국가 및 지방자치단체는 이 예금을 거래할 수 없다.","인터넷,스마트폰","①가입고객 누구나 0.80%
②신규고객 우대(최근 12개월 신규이력·해지이력 미보유) 0.15%
③이벤트금리(비대면금리) 0.20%
※ ②항목은 가입기간 12개월만 적용"
22,01211310121,"중소기업은행","IBK평생한가족통장(실세금리정기예금)","계좌 수 제한 없으며, 최소 1백만원 이상 통합한도 1억원 이내 가입 가능",1,"실명의 개인
(개인사업자 제외)","영업점,인터넷,스마트폰","최고 연 0.20%p

-고객별 우대 : 최고 연 0.05%p
 1. 최초신규고객 : 연 0.05%p
 2. 재예치고객 : 연 0.05%p
 3. 장기거래고객 : 연 0.05%p

-주거래우대 : 연 0.15%p"
23,01211310130,"중소기업은행","1석7조통장(실세금리정기예금)","계좌 수 제한 없으며, 최소 1백만원 이상 납입한도 제한 없음",1,"실명의 개인
(개인사업자 제외)","인터넷,스마트폰","없음"
24,06492,"한국산업은행","KDB 정기예금","해당없음",1,"제한없음","영업점,인터넷,스마트폰","해당없음"
25,010300100335,"국민은행","KB Star 정기예금","- 가입금액 : 1백만원 이상",1,"실명의 개인 또는 개인사업자","인터넷,스마트폰","해당무"
26,200-0134-16,"신한은행","신한My플러스 정기예금","1. 가입한도 :
 50만원 이상 1억원 이내",1,"개인고객","영업점,스마트폰","※가산금리 최고 연 0.2%
- 정기예금 미보유 : 연 0.1%
- 소득이체 : 연 0.1%"
27,200-0135-12,"신한은행","쏠편한 정기예금","1. 가입한도 :
 1만원 이상",1,"만14세이상 개인고객","인터넷,스마트폰","해당사항없음"
28,10-003-1225-0001,"농협은행주식회사","NH왈츠회전예금 II","※ 기본금리 및 최고 우대금리 항목은 가입기간이 아닌 ‘회전주기’기간별 금리를 공시
 - 회전주기는 1개월 이상 12개월 이내 월단위로 선택 가능
※ 전월취급평균금리는 본 홈페이지에 공시되지 않는 회전기간 6개월 미만의 계좌들도 포함하여 산출하기 때문에 회전기간별로 공시된 기본금리보다 낮게 보여질 수 있음",1,"개인","영업점,인터넷,스마트폰","1. 급여이체실적(50만원 이상)이 있는 경우 : 0.1%p
2. 트리플 회전 우대이율 :  4회전기간부터 0.1%p"
29,10-003-1381-0001,"농협은행주식회사","NH내가Green초록세상예금","1. 300만원이상 가입
2. 온실가스 줄이기 실천서약서 동의시 가입가능
3. 신규가입 계좌당 2천원씩 녹색환경기금 적립
※ 자세한 사항은 상품설명서 참조",1,"개인","영업점,인터넷,스마트폰","※ 우대금리 최대한도 : 0.4%p(연%, 세전)
1. 온실가스 줄이기 실천서약서 동의 : 0.1%p
2. 통장미발급 : 0.1%p
3. 손하나로인증 서비스 등록 : 0.1%p
4. NH내가Green초록세상적금 동시 보유 : 0.1%p"
30,10-003-1384-0001,"농협은행주식회사","NH올원e예금","1. 10만원 이상 10억원 이내 가입",1,"개인","인터넷,스마트폰","없음"
31,10-003-1387-0001,"농협은행주식회사","NH고향사랑기부예금","1. 100만원 이상 가입
2. 고향사랑기부금 우대금리는 농협은행/농축협 영업점 또는 고향사랑e음 홈페이지를 통한 고향사랑기부금 납부실적이 확인되는 경우 제공
3. 연간 판매액의 0.1% 공익기금 적립

※ 우대조건 관련 자세한 사항은 상품설명서 참조",1,"개인","영업점,인터넷,스마트폰","1. 고향사랑기부금 납부고객 우대 : 0.5%p

2-1. 만65세 이상 고령자 우대 : 0.1%p
2-2. 만 19~34세 MZ고객 우대 : 0.1%p

3. NH채움카드 또는 [zgm고향으로카드] 이용실적 우대 : 0.1%p
 
4. 고향사랑 특별금리 : 0.1%p (금리시장상황에 따라 변동 가능)
 - 고향사랑 특별금리는 상품 가입고객 모두에게 적용"
32,4,"하나은행","하나의정기예금","1. 가입금액: 1백만원이상
2. 1인 최대가입한도 : 제한 없음",1,"실명의 개인 또는 개인사업자","스마트폰","해당사항없음"
33,01013000110000000001,"주식회사 케이뱅크","코드K 정기예금","가입금액 : 1백만원 이상
가입기간 : 1개월~36개월",1,"만 17세 이상 실명의 개인 및 개인사업자","스마트폰","우대조건 없음"
34,10120110400011,"수협은행","Sh평생주거래우대예금
(만기일시지급식)","- 1인 1계좌
- 최저 100만원 이상",1,"실명의 개인","영업점","* 최대우대금리 : 0.4%
1. 거래고객우대금리 : 최대0.1% (신규시) 
 -최초예적금고객/재예치/장기거래 각 0.05% 
2. 거래실적우대금리 : 최대0.3% (만기시)
 -급여,연금이체등/수협카드결제/공과금이체등 각0.1%
※단위:연%p"
35,10120114300011,"수협은행","Sh해양플라스틱Zero!예금
(만기일시지급식)","- 1인 다계좌 가능. 
  단,  합산금액 5억원 이내 
- 최저 100만원 이상",1,"실명의 개인","영업점,인터넷,스마트폰","* 최대우대금리:0.35%
1. 해양플라스틱감축서약 : 0.1% (신규시) 
2. 봉사활동 또는 상품홍보 : 0.15% (만기시) 
3. 입출금통장 최초신규 : 0.1% (만기시)
4. 자동이체 출금실적 : 0.1% (만기시)
 - 수협신용카드 / 당행 펀드 또는 적금 / 수협체크카드
※단위:연%p"
36,10120114700011,"수협은행","헤이(Hey)정기예금","-1인 다계좌 가능.
 단, 합산금액 최대 10억원 이내
-최저 10만원 이상",1,"실명의 개인","인터넷,스마트폰","없음"
37,10120116100011,"수협은행","Sh첫만남우대예금","-1인 1계좌
-최저 100만원 이상",1,"실명의 개인","인터넷,스마트폰","* 최대우대금리:1.05%
1. 첫거래우대 : 1.0% (신규시) 
  - 최근 1년간 수협은행 예적금 활동계좌 미보유 고객포함
2. 마케팅전체동의 : 0.05%(신규시) 
3. 스마트폰뱅킹의 상품알리기 : 0.80%(만기시)
※단위:연%p"
38,10-01-20-388-0002,"주식회사 카카오뱅크","카카오뱅크 정기예금","1. 가입방법 : 스마트폰
2. 가입금액 : 100만원 이상(원단위)
3. 가입기간 : 1개월 이상 ~ 36개월 이하(월, 일단위 지정 가능)",1,"만 17세 이상의 실명의 개인","스마트폰","※복잡한 우대조건 없이 가입가능한 정기예금"
39,1001202000002,"토스뱅크 주식회사","토스뱅크 먼저 이자 받는 정기예금","· 계약기간 : 3개월, 6개월 
· 가입금액 : 최소 1백만원 최대 10억원",1,"토스뱅크 통장 또는 토스뱅크 서브 통장을 보유한 만 17세 이상 실명의 개인","스마트폰","우대조건 없음"
